Start

time_(μs) raw_current raw_low_voltage
2291396 522 87
2292208 520 112
2293068 521 79
2293888 520 95
2294696 520 85
2295504 521 118
2296364 521 86
2297184 520 101
2298044 521 84
2298856 521 121
2299708 521 83
2300520 521 107
2301380 522 95
2302200 522 126
2303060 522 94
2303876 521 102
2304728 522 109
2305584 523 121
2306444 523 109
2307300 522 110
2308156 522 111
2309004 522 104
2309860 522 106
2310724 522 100
2311580 522 115
2312436 522 104
2313300 523 92
2314104 522 93
2314912 521 97
2315728 522 94
2316544 521 120
2317404 521 91
2318216 521 100
2319068 521 89
2319888 522 114
2320748 521 88
2321568 521 95
2322376 521 92
2323184 521 115
2324044 521 80
2324864 520 105
2325724 520 81
2326536 521 117
2327388 520 87
2328200 521 106
2329060 521 85
2329872 521 84
2330688 520 82
2331496 520 112
2332348 521 92
2333168 522 127
2334028 521 93
2334848 522 110
2335700 522 96
2336512 522 126
2337372 522 94
2338184 522 98
2339000 522 103
2339860 522 116
2340716 523 97
2341532 523 108
2342388 521 101
2343252 521 111
2344116 522 92
2344928 521 107
2345780 521 102
2346636 521 111
2347500 521 98
2348320 521 103
2349180 520 97
2349996 521 104
2350848 521 92
2351664 520 73
2352480 522 89
2353296 521 108
2354148 521 84
2354964 521 99
2355776 521 83
2356592 520 109
2357452 520 84
2358256 519 77
2359068 520 81
2359880 519 116
2360740 521 81
2361560 520 106
2362420 521 89
2363232 522 83
2364040 521 85
2364856 521 107
2365716 521 89
2366536 522 0
2367304 520 37
2368116 520 109
2368972 521 95
2369784 521 123
2370644 521 91
2371448 521 103
2372300 521 88
2373120 521 119
2373980 522 90
2374800 520 89
2375608 521 88
2376420 521 119
2377276 521 94
2378088 521 99
2378904 522 79
2379716 521 115
2380564 521 84
2381384 521 97
2382200 521 88
2383016 521 118
2383868 520 77
2384692 520 106
2385540 521 84
2386360 521 84
2387176 521 85
2387992 520 104
2388844 519 85
2389656 521 91
2390472 520 87
2391288 521 96
2392104 519 97
2392916 521 94
2393724 520 94
2394536 521 97
2395352 520 101
2396212 521 94
2397024 520 102
2397876 521 103
2398740 521 108
2399604 522 98
2400424 521 106
2401276 521 98
2402088 522 110
2402940 521 96
2403760 520 101
2404620 521 92
2405440 521 111
2406292 521 95
2407108 521 106
2407964 522 94
